id,defects
101888,0.09925061
101889,0.37438738
101890,0.047974084
101891,0.40180236
101892,0.17279802
101893,0.09399089
101894,0.06442278
101895,0.06209655
101896,0.12462037
101897,0.6378014
101898,0.5636246
101899,0.57981807
101900,0.087185375
101901,0.13865227
101902,0.070252724
101903,0.11862122
101904,0.17407696
101905,0.6796087
101906,0.05289382
101907,0.06792283
101908,0.050844047
101909,0.11914532
101910,0.23653093
101911,0.19702789
101912,0.05542168
101913,0.05207251
101914,0.089555286
101915,0.056810774
101916,0.70872813
101917,0.066284835
101918,0.12187821
101919,0.09988963
101920,0.056308948
101921,0.07562642
101922,0.2053697
101923,0.20050846
101924,0.22274372
101925,0.10630972
101926,0.5677662
101927,0.18979403
101928,0.103418306
101929,0.17083284
101930,0.093447916
101931,0.32897785
101932,0.066131964
101933,0.6587444
101934,0.130432
101935,0.13485171
101936,0.100732096
101937,0.8070519
101938,0.57981807
101939,0.22763391
101940,0.28025532
101941,0.055509154
101942,0.092028104
101943,0.30741963
101944,0.17454335
101945,0.087185375
101946,0.05716747
101947,0.15942016
101948,0.15627767
101949,0.13680898
101950,0.6956004
101951,0.7755764
101952,0.10613754
101953,0.19529355
101954,0.08111861
101955,0.63644916
101956,0.33628872
101957,0.062169198
101958,0.6544876
101959,0.21420257
101960,0.6472372
101961,0.30748793
101962,0.57009625
101963,0.23325756
101964,0.14991933
101965,0.2141947
101966,0.23723221
101967,0.16387239
101968,0.053879194
101969,0.4693479
101970,0.6986989
101971,0.09513151
101972,0.18420388
101973,0.19450541
101974,0.3123503
101975,0.1333978
101976,0.08923401
101977,0.12046887
101978,0.08765806
101979,0.1530658
101980,0.20871624
101981,0.07094842
101982,0.051847026
101983,0.22020063
101984,0.09419566
101985,0.18350066
101986,0.08398577
101987,0.21318296
101988,0.7130162
101989,0.071895525
101990,0.356903
101991,0.38436043
101992,0.066583045
101993,0.39952388
101994,0.1559865
101995,0.09212373
101996,0.3606113
101997,0.19852391
101998,0.110768855
101999,0.10802284
102000,0.24548674
102001,0.37544265
102002,0.6913104
102003,0.12935302
102004,0.10709946
102005,0.28835315
102006,0.14287597
102007,0.6638981
102008,0.0575833
102009,0.188781
102010,0.055662148
102011,0.30573335
102012,0.15553081
102013,0.06990485
102014,0.084773876
102015,0.35787076
102016,0.116788335
102017,0.12283298
102018,0.765811
102019,0.055662148
102020,0.7758596
102021,0.56166095
102022,0.10508719
102023,0.21328312
102024,0.078540206
102025,0.12729716
102026,0.14038092
102027,0.056598667
102028,0.05204231
102029,0.057021312
102030,0.2889057
102031,0.11329561
102032,0.055509154
102033,0.12221778
102034,0.19071296
102035,0.087185375
102036,0.28381187
102037,0.26975137
102038,0.477532
102039,0.07079063
102040,0.4901986
102041,0.4024346
102042,0.12565468
102043,0.07088875
102044,0.33440083
102045,0.32139733
102046,0.1674665
102047,0.7026189
102048,0.17891556
102049,0.08065001
102050,0.40050495
102051,0.28025532
102052,0.060921606
102053,0.40015405
102054,0.07464627
102055,0.2678025
102056,0.09513151
102057,0.051881965
102058,0.062443845
102059,0.21998447
102060,0.41285512
102061,0.3600992
102062,0.10634893
102063,0.21164212
102064,0.67199147
102065,0.06884513
102066,0.05844504
102067,0.070252724
102068,0.19127898
102069,0.09741757
102070,0.055509154
102071,0.051881965
102072,0.34456033
102073,0.10390862
102074,0.16371703
102075,0.105761915
102076,0.079691045
102077,0.15937568
102078,0.0531954
102079,0.17831682
102080,0.091870464
102081,0.10390862
102082,0.77732337
102083,0.11058321
102084,0.09189485
102085,0.09513151
102086,0.31818396
102087,0.57981807
102088,0.15166199
102089,0.093373656
102090,0.631978
102091,0.06390063
102092,0.05542168
102093,0.25114545
102094,0.23155178
102095,0.40568036
102096,0.13537385
102097,0.5176916
102098,0.06782257
102099,0.053879194
102100,0.15557589
102101,0.3424874
102102,0.062488485
102103,0.068429425
102104,0.12973607
102105,0.47814846
102106,0.16151974
102107,0.10806537
102108,0.39944115
102109,0.42687428
102110,0.14096463
102111,0.6311517
102112,0.62536734
102113,0.113151565
102114,0.2436661
102115,0.21856056
102116,0.3746532
102117,0.10036616
102118,0.05396032
102119,0.47890636
102120,0.38474447
102121,0.41469026
102122,0.11851838
102123,0.075160526
102124,0.08744476
102125,0.6629878
102126,0.10482108
102127,0.147075
102128,0.1970609
102129,0.06460758
102130,0.16533232
102131,0.108449906
102132,0.053794403
102133,0.129877
102134,0.13321126
102135,0.115138575
102136,0.08553007
102137,0.15493107
102138,0.056013186
102139,0.04005318
102140,0.2564676
102141,0.06470365
102142,0.093284726
102143,0.34569058
102144,0.343644
102145,0.14744213
102146,0.09067948
102147,0.109034605
102148,0.10950526
102149,0.12714092
102150,0.6067107
102151,0.10721917
102152,0.12107767
102153,0.6773886
102154,0.34489262
102155,0.08610725
102156,0.09303851
102157,0.093284726
102158,0.743722
102159,0.61418825
102160,0.17429833
102161,0.13374738
102162,0.10621751
102163,0.3212468
102164,0.08981035
102165,0.13623951
102166,0.056886252
102167,0.18184511
102168,0.53701425
102169,0.074605435
102170,0.67636985
102171,0.1665097
102172,0.18445876
102173,0.09303851
102174,0.06484684
102175,0.33782348
102176,0.064465486
102177,0.2457332
102178,0.6258188
102179,0.10672639
102180,0.1348843
102181,0.050044984
102182,0.3988687
102183,0.11870937
102184,0.1803653
102185,0.05245564
102186,0.7894892
102187,0.1268514
102188,0.09082176
102189,0.15911822
102190,0.22009467
102191,0.057623822
102192,0.070547946
102193,0.17470863
102194,0.55827415
102195,0.061866008
102196,0.616498
102197,0.21013416
102198,0.39408767
102199,0.74518037
102200,0.23033229
102201,0.18091677
102202,0.1578314
102203,0.25187656
102204,0.051881965
102205,0.64035106
102206,0.22977386
102207,0.16302606
102208,0.09819912
102209,0.05716747
102210,0.79888475
102211,0.09414905
102212,0.20911494
102213,0.093284726
102214,0.6478468
102215,0.16153304
102216,0.27730295
102217,0.27993053
102218,0.21448128
102219,0.09743465
102220,0.10740776
102221,0.23986723
102222,0.10608548
102223,0.5965159
102224,0.3898044
102225,0.057623822
102226,0.06792267
102227,0.280042
102228,0.09352098
102229,0.23405114
102230,0.6204569
102231,0.6138103
102232,0.051881965
102233,0.15600191
102234,0.060549155
102235,0.6464272
102236,0.051875595
102237,0.21205594
102238,0.062662326
102239,0.058501456
102240,0.091218024
102241,0.07464627
102242,0.19972415
102243,0.34023464
102244,0.35510647
102245,0.108756796
102246,0.28905052
102247,0.145526
102248,0.105761915
102249,0.33782348
102250,0.07199849
102251,0.070197694
102252,0.20999065
102253,0.78582543
102254,0.37597334
102255,0.07890783
102256,0.16891825
102257,0.057776384
102258,0.1665937
102259,0.35018006
102260,0.10088048
102261,0.4020778
102262,0.10621751
102263,0.33222938
102264,0.43740582
102265,0.2994863
102266,0.75778496
102267,0.10428773
102268,0.101325996
102269,0.08981035
102270,0.07031902
102271,0.047974084
102272,0.7089101
102273,0.27727818
102274,0.106281616
102275,0.12034488
102276,0.057853285
102277,0.12099854
102278,0.5292886
102279,0.11185811
102280,0.22765288
102281,0.10494645
102282,0.19061102
102283,0.087185375
102284,0.17989147
102285,0.4109811
102286,0.784379
102287,0.27025223
102288,0.3554324
102289,0.12462085
102290,0.19611923
102291,0.12915322
102292,0.06139786
102293,0.10684928
102294,0.083946414
102295,0.12542588
102296,0.35439482
102297,0.39163724
102298,0.11205201
102299,0.060577035
102300,0.23257796
102301,0.28976148
102302,0.11590681
102303,0.055509154
102304,0.33985588
102305,0.0957044
102306,0.07676908
102307,0.12946354
102308,0.063047945
102309,0.089776464
102310,0.111853704
102311,0.66122025
102312,0.056810774
102313,0.124410056
102314,0.068681054
102315,0.17695083
102316,0.10740776
102317,0.20050846
102318,0.61370814
102319,0.123351954
102320,0.05204231
102321,0.06400299
102322,0.21796101
102323,0.15241806
102324,0.17395847
102325,0.104009494
102326,0.37597334
102327,0.15097351
102328,0.16704227
102329,0.13732566
102330,0.112029396
102331,0.24515821
102332,0.06381255
102333,0.26932862
102334,0.101741806
102335,0.29426903
102336,0.22866778
102337,0.047974084
102338,0.10014007
102339,0.24592407
102340,0.12973607
102341,0.3728685
102342,0.19483237
102343,0.1383076
102344,0.17996979
102345,0.2462678
102346,0.24594028
102347,0.14892893
102348,0.23740293
102349,0.10584165
102350,0.13631524
102351,0.42468542
102352,0.630226
102353,0.053003743
102354,0.056553677
102355,0.08981035
102356,0.18488781
102357,0.057251763
102358,0.08642417
102359,0.6364658
102360,0.15792565
102361,0.5348665
102362,0.16912395
102363,0.4976665
102364,0.2967514
102365,0.0929148
102366,0.0957044
102367,0.0674172
102368,0.34067097
102369,0.32730234
102370,0.765811
102371,0.4961962
102372,0.5765326
102373,0.047541957
102374,0.1484324
102375,0.10584165
102376,0.051881965
102377,0.24657634
102378,0.09013526
102379,0.0564144
102380,0.63521
102381,0.065987885
102382,0.13733006
102383,0.07081253
102384,0.0670629
102385,0.100996405
102386,0.05404474
102387,0.060249485
102388,0.79256314
102389,0.0863288
102390,0.35163915
102391,0.17454657
102392,0.43240184
102393,0.10634893
102394,0.6678141
102395,0.12423152
102396,0.074216336
102397,0.051881965
102398,0.059855174
102399,0.05790833
102400,0.16966468
102401,0.6047306
102402,0.057150383
102403,0.0657088
102404,0.63534147
102405,0.39903137
102406,0.2602308
102407,0.6805021
102408,0.13828996
102409,0.21181685
102410,0.080244996
102411,0.74283785
102412,0.3269178
102413,0.12925047
102414,0.20916422
102415,0.44085044
102416,0.21097904
102417,0.09165828
102418,0.17527281
102419,0.22175114
102420,0.6937198
102421,0.5528721
102422,0.10941027
102423,0.6470251
102424,0.43865728
102425,0.047974084
102426,0.098036945
102427,0.14793724
102428,0.105761915
102429,0.4531135
102430,0.22775197
102431,0.09414905
102432,0.039862767
102433,0.17987081
102434,0.093284726
102435,0.16645643
102436,0.14788963
102437,0.087185375
102438,0.08861582
102439,0.279703
102440,0.37594277
102441,0.6522324
102442,0.051881965
102443,0.19258855
102444,0.15828834
102445,0.164458
102446,0.10743663
102447,0.05235499
102448,0.14957158
102449,0.12973607
102450,0.065524176
102451,0.11692009
102452,0.34142104
102453,0.111160055
102454,0.06191055
102455,0.20495802
102456,0.2860344
102457,0.6447679
102458,0.17799631
102459,0.15610771
102460,0.12742881
102461,0.103691004
102462,0.7342213
102463,0.1238579
102464,0.10403478
102465,0.15402758
102466,0.37108263
102467,0.7599185
102468,0.31019652
102469,0.24726489
102470,0.20358272
102471,0.063992634
102472,0.2379017
102473,0.21992062
102474,0.105761915
102475,0.0957044
102476,0.095035054
102477,0.2067531
102478,0.050844047
102479,0.065987885
102480,0.054322336
102481,0.12424007
102482,0.5139077
102483,0.058731068
102484,0.31587932
102485,0.2598951
102486,0.36302787
102487,0.11245094
102488,0.05050836
102489,0.051169597
102490,0.13589789
102491,0.108559296
102492,0.1889393
102493,0.45783916
102494,0.6797169
102495,0.31346714
102496,0.20236982
102497,0.12483514
102498,0.18654585
102499,0.054638956
102500,0.061786734
102501,0.050044984
102502,0.46629843
102503,0.6606627
102504,0.25262046
102505,0.29987642
102506,0.08006207
102507,0.057676997
102508,0.10909605
102509,0.14813244
102510,0.055509154
102511,0.061866008
102512,0.10544995
102513,0.49095613
102514,0.34881994
102515,0.36768457
102516,0.07373217
102517,0.1392685
102518,0.18277653
102519,0.108559296
102520,0.104180306
102521,0.14341344
102522,0.09453738
102523,0.27055776
102524,0.30169904
102525,0.4856677
102526,0.09544874
102527,0.05050836
102528,0.08862508
102529,0.07004144
102530,0.092630334
102531,0.19071296
102532,0.6373493
102533,0.13106002
102534,0.10311695
102535,0.70477223
102536,0.13933256
102537,0.1620455
102538,0.092376865
102539,0.31039348
102540,0.05882754
102541,0.07229817
102542,0.09768671
102543,0.3680486
102544,0.059329536
102545,0.4511284
102546,0.14427522
102547,0.093373656
102548,0.20346627
102549,0.41698375
102550,0.14808019
102551,0.08724291
102552,0.054378975
102553,0.34153995
102554,0.05716747
102555,0.35335606
102556,0.12407389
102557,0.10133022
102558,0.09054958
102559,0.3249727
102560,0.68631524
102561,0.08933018
102562,0.39389282
102563,0.5720019
102564,0.10060712
102565,0.10133022
102566,0.14769956
102567,0.25941885
102568,0.47995284
102569,0.093896136
102570,0.05574435
102571,0.53585017
102572,0.057251763
102573,0.08981035
102574,0.05780017
102575,0.05716747
102576,0.12786336
102577,0.0957044
102578,0.53585017
102579,0.105852656
102580,0.7332868
102581,0.0531954
102582,0.20311674
102583,0.55154735
102584,0.15312734
102585,0.2714909
102586,0.78174764
102587,0.07754869
102588,0.7642878
102589,0.3078734
102590,0.087185375
102591,0.44740435
102592,0.1797325
102593,0.34440118
102594,0.12872985
102595,0.05300223
102596,0.34147376
102597,0.05629491
102598,0.15586351
102599,0.7792273
102600,0.66143537
102601,0.24476707
102602,0.28383186
102603,0.116460375
102604,0.07438074
102605,0.28293842
102606,0.055063
102607,0.05207098
102608,0.09479071
102609,0.05843313
102610,0.17228943
102611,0.25670052
102612,0.098333865
102613,0.60656697
102614,0.2757871
102615,0.10311695
102616,0.060846712
102617,0.05207098
102618,0.06704644
102619,0.0689994
102620,0.20520511
102621,0.18521208
102622,0.10544995
102623,0.07088875
102624,0.11945334
102625,0.09730947
102626,0.13135438
102627,0.09310685
102628,0.5406426
102629,0.093896136
102630,0.6237753
102631,0.42993993
102632,0.102808885
102633,0.06963509
102634,0.23632917
102635,0.05988761
102636,0.12565468
102637,0.057160918
102638,0.12599973
102639,0.32574025
102640,0.053794403
102641,0.20966282
102642,0.6846459
102643,0.61336565
102644,0.33572948
102645,0.092518434
102646,0.09482873
102647,0.22584875
102648,0.06484684
102649,0.45454043
102650,0.10621751
102651,0.28905052
102652,0.35636142
102653,0.56178313
102654,0.15602191
102655,0.19254932
102656,0.08981035
102657,0.13903767
102658,0.21809362
102659,0.5555209
102660,0.124621555
102661,0.084960856
102662,0.69401526
102663,0.62067246
102664,0.08522571
102665,0.4394369
102666,0.15273057
102667,0.12468157
102668,0.07927944
102669,0.058112383
102670,0.067765795
102671,0.54230934
102672,0.13622034
102673,0.10621751
102674,0.11860834
102675,0.13581249
102676,0.1719649
102677,0.15360276
102678,0.10428773
102679,0.15911822
102680,0.19087033
102681,0.063121274
102682,0.12280608
102683,0.2940701
102684,0.09226008
102685,0.09453537
102686,0.15258396
102687,0.058985937
102688,0.7326122
102689,0.3654711
102690,0.20415667
102691,0.57981807
102692,0.12467874
102693,0.057251763
102694,0.13844007
102695,0.6202637
102696,0.066583045
102697,0.11851838
102698,0.22664301
102699,0.09408493
102700,0.56496656
102701,0.3803496
102702,0.5794057
102703,0.24917349
102704,0.10133022
102705,0.19333476
102706,0.3044587
102707,0.15286057
102708,0.36318207
102709,0.060900114
102710,0.12888956
102711,0.13996407
102712,0.15270507
102713,0.77732337
102714,0.10494645
102715,0.4438064
102716,0.4149609
102717,0.13618556
102718,0.40141785
102719,0.12768777
102720,0.119168386
102721,0.11873144
102722,0.09303851
102723,0.0821316
102724,0.3310944
102725,0.057427038
102726,0.113219105
102727,0.4878054
102728,0.05293339
102729,0.10802284
102730,0.20983438
102731,0.12411816
102732,0.22963206
102733,0.3606113
102734,0.7733895
102735,0.06591524
102736,0.10621751
102737,0.25400457
102738,0.0957044
102739,0.16340904
102740,0.120259
102741,0.15040602
102742,0.4376294
102743,0.49139678
102744,0.20589955
102745,0.09949742
102746,0.30797487
102747,0.05345466
102748,0.103976324
102749,0.050664686
102750,0.064406715
102751,0.495356
102752,0.13135438
102753,0.16245888
102754,0.10434753
102755,0.358429
102756,0.09513151
102757,0.26313192
102758,0.058459774
102759,0.5976605
102760,0.5577351
102761,0.17060454
102762,0.06716062
102763,0.06810655
102764,0.27405587
102765,0.50258124
102766,0.06810655
102767,0.48454535
102768,0.53646445
102769,0.49756768
102770,0.06703186
102771,0.06954028
102772,0.060433906
102773,0.09505845
102774,0.7093981
102775,0.07354001
102776,0.16247502
102777,0.11807505
102778,0.12859038
102779,0.20199998
102780,0.7741835
102781,0.1929174
102782,0.22314054
102783,0.33316407
102784,0.09303851
102785,0.37457493
102786,0.056013186
102787,0.19071296
102788,0.06265868
102789,0.051847026
102790,0.23476821
102791,0.16996056
102792,0.51275474
102793,0.054638956
102794,0.25670052
102795,0.07423024
102796,0.060277518
102797,0.1431783
102798,0.17060454
102799,0.33327752
102800,0.22185868
102801,0.08209736
102802,0.74614906
102803,0.08822897
102804,0.09834418
102805,0.12351402
102806,0.05078164
102807,0.05322119
102808,0.16853796
102809,0.12722379
102810,0.16524509
102811,0.05716747
102812,0.06725276
102813,0.16334979
102814,0.26536018
102815,0.70506585
102816,0.093896136
102817,0.0965401
102818,0.3360028
102819,0.39472064
102820,0.10621751
102821,0.11818395
102822,0.20853052
102823,0.15278259
102824,0.16282345
102825,0.6805255
102826,0.60579777
102827,0.05698588
102828,0.085160784
102829,0.117202416
102830,0.07500527
102831,0.24704278
102832,0.20461239
102833,0.06561327
102834,0.10634893
102835,0.43757826
102836,0.083224975
102837,0.09165828
102838,0.5617329
102839,0.35820964
102840,0.07273553
102841,0.17916092
102842,0.14577794
102843,0.09812991
102844,0.53963286
102845,0.09652315
102846,0.066284835
102847,0.39757672
102848,0.6988682
102849,0.67225975
102850,0.08515608
102851,0.4782622
102852,0.70043635
102853,0.38769865
102854,0.09362472
102855,0.0594434
102856,0.13099378
102857,0.53064823
102858,0.35445425
102859,0.2793727
102860,0.107225515
102861,0.14331546
102862,0.093284726
102863,0.49490377
102864,0.18194887
102865,0.066284835
102866,0.08970123
102867,0.120335765
102868,0.18519467
102869,0.25187656
102870,0.31105348
102871,0.78020424
102872,0.057012483
102873,0.053422015
102874,0.2515326
102875,0.057623822
102876,0.10088048
102877,0.33637536
102878,0.26303637
102879,0.11218277
102880,0.069291994
102881,0.10924686
102882,0.24418518
102883,0.047974084
102884,0.1192375
102885,0.062043127
102886,0.10634893
102887,0.44707802
102888,0.13670576
102889,0.352193
102890,0.108559296
102891,0.36817816
102892,0.06663419
102893,0.14674933
102894,0.17411126
102895,0.33436263
102896,0.18220043
102897,0.17573862
102898,0.13321571
102899,0.19228986
102900,0.13655247
102901,0.3075245
102902,0.0480643
102903,0.10486731
102904,0.17671773
102905,0.06531506
102906,0.19722496
102907,0.22186905
102908,0.09513151
102909,0.10802284
102910,0.055648766
102911,0.12303692
102912,0.051486164
102913,0.15140797
102914,0.07451039
102915,0.069792464
102916,0.11820727
102917,0.27581456
102918,0.12264041
102919,0.12534809
102920,0.3733886
102921,0.165302
102922,0.16413374
102923,0.69873226
102924,0.5227866
102925,0.09513151
102926,0.056365605
102927,0.06617048
102928,0.1275713
102929,0.078082904
102930,0.088059455
102931,0.17807324
102932,0.37569028
102933,0.26701105
102934,0.6968023
102935,0.29903963
102936,0.18100229
102937,0.09414905
102938,0.07115036
102939,0.16805963
102940,0.06633702
102941,0.13810687
102942,0.29525506
102943,0.076306745
102944,0.0957044
102945,0.17554729
102946,0.0739314
102947,0.7067049
102948,0.20422575
102949,0.5722306
102950,0.0969617
102951,0.4774634
102952,0.7241205
102953,0.11181754
102954,0.10584165
102955,0.5181665
102956,0.05501347
102957,0.1476239
102958,0.5297891
102959,0.058635056
102960,0.068429425
102961,0.42456895
102962,0.06304772
102963,0.16683158
102964,0.084773876
102965,0.22776625
102966,0.20069842
102967,0.6538895
102968,0.10494645
102969,0.06044081
102970,0.33994496
102971,0.111160055
102972,0.7427366
102973,0.7930551
102974,0.6789637
102975,0.06598308
102976,0.27800393
102977,0.07778079
102978,0.6943198
102979,0.51010185
102980,0.15274125
102981,0.24678075
102982,0.1249714
102983,0.057623822
102984,0.37946203
102985,0.19420859
102986,0.123141184
102987,0.12046887
102988,0.11251086
102989,0.11068588
102990,0.14814582
102991,0.12520133
102992,0.4506678
102993,0.6520153
102994,0.72363037
102995,0.07051217
102996,0.17870966
102997,0.10802284
102998,0.051855702
102999,0.05830544
103000,0.13297601
103001,0.12902367
103002,0.10319494
103003,0.20071943
103004,0.44607827
103005,0.6404416
103006,0.60187316
103007,0.087185375
103008,0.10088048
103009,0.09067948
103010,0.15911822
103011,0.1363139
103012,0.19675562
103013,0.20808205
103014,0.053879194
103015,0.24809816
103016,0.4597098
103017,0.35672864
103018,0.28074154
103019,0.0637567
103020,0.09303851
103021,0.056365605
103022,0.5602939
103023,0.07222426
103024,0.15527289
103025,0.0957044
103026,0.34933656
103027,0.22910513
103028,0.1377175
103029,0.18091677
103030,0.11981831
103031,0.067023836
103032,0.070547946
103033,0.057110403
103034,0.1429135
103035,0.4598248
103036,0.24403289
103037,0.09303851
103038,0.23292486
103039,0.16449067
103040,0.4435264
103041,0.06724448
103042,0.15945135
103043,0.13018441
103044,0.15646233
103045,0.20794874
103046,0.103418306
103047,0.24730791
103048,0.15314767
103049,0.56478775
103050,0.7266248
103051,0.08903724
103052,0.17240043
103053,0.0480643
103054,0.10494645
103055,0.07287958
103056,0.08392821
103057,0.41245544
103058,0.77065194
103059,0.41112393
103060,0.60714763
103061,0.7838924
103062,0.33839753
103063,0.37631428
103064,0.13853496
103065,0.13214308
103066,0.055662148
103067,0.11921619
103068,0.24148107
103069,0.15650365
103070,0.7861839
103071,0.3606113
103072,0.16848075
103073,0.05501347
103074,0.12364803
103075,0.23088004
103076,0.066131964
103077,0.17841205
103078,0.05377067
103079,0.5376104
103080,0.14636266
103081,0.48810667
103082,0.23632917
103083,0.12691966
103084,0.24521258
103085,0.10621751
103086,0.06177419
103087,0.15482183
103088,0.13672373
103089,0.0670098
103090,0.7136722
103091,0.056810774
103092,0.11870937
103093,0.15477186
103094,0.619486
103095,0.2535726
103096,0.27617988
103097,0.43782902
103098,0.087185375
103099,0.09442943
103100,0.06345514
103101,0.6555032
103102,0.34432182
103103,0.21238945
103104,0.04764498
103105,0.09505845
103106,0.2547727
103107,0.053879194
103108,0.055662148
103109,0.05204171
103110,0.30329785
103111,0.05716747
103112,0.056459554
103113,0.09619898
103114,0.057110403
103115,0.05377597
103116,0.56962866
103117,0.57057285
103118,0.28388268
103119,0.124444135
103120,0.15370716
103121,0.6879183
103122,0.103691004
103123,0.06563248
103124,0.09067948
103125,0.18657364
103126,0.3135033
103127,0.15759963
103128,0.057318434
103129,0.15281034
103130,0.060200423
103131,0.08085639
103132,0.13622034
103133,0.05050836
103134,0.5335354
103135,0.06348666
103136,0.084782235
103137,0.09150789
103138,0.46629256
103139,0.054880165
103140,0.6643461
103141,0.057918154
103142,0.06899203
103143,0.09744134
103144,0.1933681
103145,0.19113179
103146,0.18401603
103147,0.58014065
103148,0.10133022
103149,0.056553677
103150,0.16398469
103151,0.22094902
103152,0.46484005
103153,0.09497583
103154,0.5812028
103155,0.40883398
103156,0.049496494
103157,0.15599078
103158,0.1576612
103159,0.29049057
103160,0.055509154
103161,0.068429425
103162,0.10709946
103163,0.36910826
103164,0.055509154
103165,0.097779535
103166,0.78234386
103167,0.1774724
103168,0.4643954
103169,0.6508706
103170,0.0531954
103171,0.054165684
103172,0.71882284
103173,0.5763935
103174,0.21042602
103175,0.076487154
103176,0.2383299
103177,0.3988687
103178,0.14273052
103179,0.22165012
103180,0.6200768
103181,0.068429425
103182,0.066131964
103183,0.06652356
103184,0.11818395
103185,0.0736619
103186,0.09285093
103187,0.45573863
103188,0.71516156
103189,0.057160918
103190,0.37497
103191,0.055662148
103192,0.1375344
103193,0.3755189
103194,0.056975633
103195,0.0674172
103196,0.45804247
103197,0.3362804
103198,0.122936375
103199,0.2191245
103200,0.5368577
103201,0.09791501
103202,0.12623851
103203,0.4938575
103204,0.28240713
103205,0.11635703
103206,0.0480643
103207,0.21333805
103208,0.104330145
103209,0.12024722
103210,0.05937446
103211,0.050044984
103212,0.06307151
103213,0.068747565
103214,0.14980379
103215,0.053422015
103216,0.21161772
103217,0.12819476
103218,0.15113309
103219,0.09768671
103220,0.41782454
103221,0.15275763
103222,0.17826882
103223,0.831794
103224,0.057154775
103225,0.24960268
103226,0.12221778
103227,0.09479071
103228,0.6775607
103229,0.07754869
103230,0.083141096
103231,0.5865596
103232,0.6559242
103233,0.1725375
103234,0.04970466
103235,0.08579719
103236,0.7947389
103237,0.076487154
103238,0.05207251
103239,0.09513151
103240,0.105251186
103241,0.35636958
103242,0.3939316
103243,0.105761915
103244,0.07593065
103245,0.4325937
103246,0.066131964
103247,0.064883664
103248,0.1238579
103249,0.7760422
103250,0.088561416
103251,0.055509154
103252,0.3221591
103253,0.6276954
103254,0.15508941
103255,0.057381578
103256,0.06257093
103257,0.051881965
103258,0.20985362
103259,0.061870746
103260,0.079691045
103261,0.06538946
103262,0.5166035
103263,0.06177419
103264,0.30196548
103265,0.17632142
103266,0.26885557
103267,0.056745116
103268,0.08708062
103269,0.08992055
103270,0.06784179
103271,0.6576874
103272,0.20373145
103273,0.1005662
103274,0.093284726
103275,0.28918007
103276,0.20548083
103277,0.55375856
103278,0.05860127
103279,0.07961405
103280,0.2502795
103281,0.27521467
103282,0.13367152
103283,0.6485813
103284,0.0670629
103285,0.25888944
103286,0.105761915
103287,0.18171035
103288,0.06960874
103289,0.060921606
103290,0.77732337
103291,0.050844047
103292,0.3282336
103293,0.11068588
103294,0.064744696
103295,0.16176847
103296,0.08708062
103297,0.30204278
103298,0.057623822
103299,0.06538972
103300,0.7631503
103301,0.14755668
103302,0.06460967
103303,0.5209163
103304,0.14878733
103305,0.17171621
103306,0.055000767
103307,0.1310503
103308,0.0531954
103309,0.15526791
103310,0.26483607
103311,0.42674905
103312,0.092724845
103313,0.1036204
103314,0.07887143
103315,0.113219105
103316,0.3101193
103317,0.055662148
103318,0.10621751
103319,0.7140586
